"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","248","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","PLATTE","141","","","00000000","","RENT","TOTAL","NOT SPECIFIED","297","","203","","57.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","POLK","143","","","00000000","","RENT","TOTAL","NOT SPECIFIED","261","","160","","41",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","SARPY","153","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","210","","39.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","SAUNDERS","155","","","00000000","","RENT","TOTAL","NOT SPECIFIED","258","","189","","47.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","SEWARD","159","","","00000000","","RENT","TOTAL","NOT SPECIFIED","288","","163","","38",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","WASHINGTON","177","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","218","","59",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","YORK","185","","","00000000","","RENT","TOTAL","NOT SPECIFIED","262","","149","","39",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","ARTHUR","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","145","","","","16",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BLAINE","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","140","","","","19",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","111","","32.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BROWN","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","24.5","","23",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","RENT","TOTAL","NOT SPECIFIED","169","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","GARFIELD","071","","","00000000","","RENT","TOTAL","NOT SPECIFIED","212","","","","27",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","HOLT","089","","","00000000","","RENT","TOTAL","NOT SPECIFIED","228","","59","","40.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","HOOKER","091","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","12.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","KEYA PAHA","103","","","00000000","","RENT","TOTAL","NOT SPECIFIED","181","","47","","26.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOGAN","113","","","00000000","","RENT","TOTAL","NOT SPECIFIED","209","","","","19",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOUP","115","","","00000000","","RENT","TOTAL","NOT SPECIFIED","185","","","","22",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","MCPHERSON","117","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","18.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","183","","32","","15",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","ROCK","149","","","00000000","","RENT","TOTAL","NOT SPECIFIED","175","","35.5","","25",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","THOMAS","171","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","10.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","WHEELER","183","","","00000000","","RENT","TOTAL","NOT SPECIFIED","235","","99","","34.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","ANTELOPE","003","","","00000000","","RENT","TOTAL","NOT SPECIFIED","267","","132","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","BOONE","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","273","","174","","62.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","BURT","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","263","","232","","62",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","CEDAR","027","","","00000000","","RENT","TOTAL","NOT SPECIFIED","324","","242","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","CUMING","039","","","00000000","","RENT","TOTAL","NOT SPECIFIED","301","","263","","65",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","DAKOTA","043","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","271","","41.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","DIXON","051","","","00000000","","RENT","TOTAL","NOT SPECIFIED","300","","251","","51.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","KNOX","107","","","00000000","","RENT","TOTAL","NOT SPECIFIED","270","","215","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","MADISON","119","","","00000000","","RENT","TOTAL","NOT SPECIFIED","252","","195","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","299","","","","46.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","PIERCE","139","","","00000000","","RENT","TOTAL","NOT SPECIFIED","266","","193","","62.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","STANTON","167","","","00000000","","RENT","TOTAL","NOT SPECIFIED","285","","216","","70.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","THURSTON","173","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","242","","76",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHEAST","30","WAYNE","179","","","00000000","","RENT","TOTAL","NOT SPECIFIED","313","","244","","77.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","BANNER","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","149","","","","9.3",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","BOX BUTTE","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","220","","28.5","","13.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","CHEYENNE","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","127","","34.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DAWES","045","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","23","","14",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DEUEL","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","13.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","GARDEN","069","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","36","","12",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","KIMBALL","105","","","00000000","","RENT","TOTAL","NOT SPECIFIED","129","","23.5","","7.4",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","MORRILL","123","","","00000000","","RENT","TOTAL","NOT SPECIFIED","145","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","176","","33","","12",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SCOTTS BLUFF","157","","","00000000","","RENT","TOTAL","NOT SPECIFIED","159","","","","13",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SHERIDAN","161","","","00000000","","RENT","TOTAL","NOT SPECIFIED","173","","26","","12.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SIOUX","165","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","11.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","ADAMS","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","241","","149","","34.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FRANKLIN","061","","","00000000","","RENT","TOTAL","NOT SPECIFIED","232","","103","","29.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FURNAS","065","","","00000000","","RENT","TOTAL","NOT SPECIFIED","182","","71","","29",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","GOSPER","073","","","00000000","","RENT","TOTAL","NOT SPECIFIED","211","","78","","33.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","HARLAN","083","","","00000000","","RENT","TOTAL","NOT SPECIFIED","222","","82.5","","31.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","KEARNEY","099","","","00000000","","RENT","TOTAL","NOT SPECIFIED","242","","133","","31",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","PHELPS","137","","","00000000","","RENT","TOTAL","NOT SPECIFIED","248","","101","","36",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","WEBSTER","181","","","00000000","","RENT","TOTAL","NOT SPECIFIED","211","","103","","37.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","CLAY","035","","","00000000","","RENT","TOTAL","NOT SPECIFIED","268","","153","","33",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","FILLMORE","059","","","00000000","","RENT","TOTAL","NOT SPECIFIED","260","","133","","39",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","GAGE","067","","","00000000","","RENT","TOTAL","NOT SPECIFIED","276","","156","","47.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","JEFFERSON","095","","","00000000","","RENT","TOTAL","NOT SPECIFIED","243","","133","","42.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","JOHNSON","097","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","152","","43.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","NEMAHA","127","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","203","","46",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","NUCKOLLS","129","","","00000000","","RENT","TOTAL","NOT SPECIFIED","271","","135","","42.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","262","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","OTOE","131","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","175","","39.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","PAWNEE","133","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","136","","43",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","RICHARDSON","147","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","215","","43",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","SALINE","151","","","00000000","","RENT","TOTAL","NOT SPECIFIED","253","","149","","48",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHEAST","90","THAYER","169","","","00000000","","RENT","TOTAL","NOT SPECIFIED","257","","117","","39",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","CHASE","029","","","00000000","","RENT","TOTAL","NOT SPECIFIED","200","","44","","17",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","DUNDY","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","171","","44","","18.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","FRONTIER","063","","","00000000","","RENT","TOTAL","NOT SPECIFIED","181","","55.5","","27.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HAYES","085","","","00000000","","RENT","TOTAL","NOT SPECIFIED","200","","55","","19.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HITCHCOCK","087","","","00000000","","RENT","TOTAL","NOT SPECIFIED","191","","52","","20.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","KEITH","101","","","00000000","","RENT","TOTAL","NOT SPECIFIED","182","","43.5","","13.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","LINCOLN","111","","","00000000","","RENT","TOTAL","NOT SPECIFIED","209","","48","","18",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","PERKINS","135","","","00000000","","RENT","TOTAL","NOT SPECIFIED","177","","49","","19.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","RED WILLOW","145","","","00000000","","RENT","TOTAL","NOT SPECIFIED","180","","55","","19",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","NORTHEAST","30","ELKO","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","44","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","NORTHEAST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","92","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","NORTHEAST","30","WHITE PINE","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","60","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","NORTHWEST","10","CHURCHILL","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","161","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","NORTHWEST","10","HUMBOLDT","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","172","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","283","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","NORTHWEST","10","WASHOE","031","","","00000000","","RENT","TOTAL","NOT SPECIFIED","183","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","SOUTH","80","LINCOLN","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","99.5","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEVADA","32","SOUTH","80","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","115","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","GRAFTON","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","43","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW HAMPSHIRE","33","ALL COUNTIES","10","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","40","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","CENTRAL","50","BURLINGTON","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","72","","46.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","CENTRAL","50","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","88","","66.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","NORTH","20","HUNTERDON","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","51.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","NORTH","20","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","88","","35.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","NORTH","20","WARREN","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","76.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","ATLANTIC","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","118","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","CUMBERLAND","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","127","","57.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","132","","66.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW JERSEY","34","SOUTH","80","SALEM","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","118","","68","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","COLFAX","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","4",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","CURRY","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","109","","18","","4.9",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","DE BACA","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","183","","","","3",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","GUADALUPE","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","4.1",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","HARDING","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","4.3",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","MORA","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","50","","20","","3.5",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","110","","14.5","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","QUAY","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","40","","","","3.3",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","ROOSEVELT","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","3.4",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","SAN MIGUEL","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","1.8",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","TORRANCE","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","96","","","","2.2",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHEAST","30","UNION","059","","","00000000","","RENT","TOTAL","NOT SPECIFIED","46","","","","4.9",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","BERNALILLO","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","107","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","CIBOLA","006","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","1.7",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","73","","","","2.4",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","RIO ARRIBA","039","","","00000000","","RENT","TOTAL","NOT SPECIFIED","55","","","","4.1",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SAN JUAN","045","","","00000000","","RENT","TOTAL","NOT SPECIFIED","98","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANDOVAL","043","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","1.8",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","124","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","TAOS","055","","","00000000","","RENT","TOTAL","NOT SPECIFIED","50","","","","2.5",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","NORTHWEST","10","VALENCIA","061","","","00000000","","RENT","TOTAL","NOT SPECIFIED","148","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","CHAVES","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","175","","","","1.7",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","DONA ANA","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","245","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","EDDY","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","105","","","","1.8",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","LEA","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","2.5",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","LINCOLN","027","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","2.3",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","122","","","","1.4",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","CATRON","003","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","1.1",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","GRANT","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","1.5",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","HIDALGO","023","","","00000000","","RENT","TOTAL","NOT SPECIFIED","157","","","","",""
"SURVEY","2016","YEAR","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","LUNA","029","","","00000000","","RENT","TOTAL","NOT SPECIFIED","214","","","","1.2",""
